Fri Jun 20 19:52:39 2025    profiling-sleep.stats

         41900 function calls (41077 primitive calls) in 6.113 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:115(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/copy.py:61(copy)
        4    0.000    0.000    0.001    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:1424(_set_values)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       28    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:624(parentheses)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/construction.py:596(_homogenize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:753(parse_qsl)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:1012(addgroup)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1517(debug)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1242(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:98(closegroup)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/models.py:74(__init__)
        2    0.000    0.000    0.003    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:4330(reindex)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:826(unquote_plus)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:274(getuntil)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4861(ddl_datatype)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
       26    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       31    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:5154(_values)
        2    0.000    0.000    0.001    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:623(reindex_indexer)
      2/1    0.000    0.000    6.113    6.113 {built-in method builtins.exec}
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/construction.py:74(array)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:99(slist_to_list)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/cookies.py:71(to_curl_format)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:415(merge_dict)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:243(_releaseLock)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/base.py:840(__iter__)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:5180(_get_engine_target)
        2    0.000    0.000    0.967    0.483 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:317(perform)
        1    0.000    0.000    6.113    6.113 <string>:1(<module>)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:113(__init__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3348(get_sql_context)
        1    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
       23    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:1504(_maybe_update_cacher)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:295(isclass)
        6    0.000    0.000    0.003    0.001 /usr/lib/python3.12/re/__init__.py:164(match)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.006    0.006 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:161(_load_cookie_curlCffi)
       24    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.984    0.984 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:376(_make_request)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:4178(xs)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:104(__init__)
        2    0.000    0.000    0.001    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/cookies.py:185(update_cookies_from_curl)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:68(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:341(clean_after_perform)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:607(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _pickle.loads}
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/datetimelike.py:823(take)
       16    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:1153(take)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1134(_is_dunder)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1129(__new__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1554(__sql__)
        2    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:428(_get_iscased)
        1    0.000    0.000    0.006    0.006 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/cache.py:366(lookup)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:1850(from_blocks)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        5    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1188(__setattr__)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:870(apply_column)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/__init__.py:331(_compile_template)
        7    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/datetimes.py:578(tz)
        2    0.000    0.000    0.000    0.000 {built-in method curl_cffi._wrapper.curl_easy_impersonate}
        1    0.000    0.000    0.003    0.003 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:6198(_get_indexer_strict)
        9    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/utils.py:73(__enter__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:89(_wrapreduction_any_all)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:613(_maybe_promote)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/array_algos/take.py:287(_get_take_nd_function_cached)
       22    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.004    0.004 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/frame.py:4067(__getitem__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:6336(_maybe_downcast_for_indexing)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:467(__set)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1062(get_code)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/strings/accessor.py:191(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:482(__enter__)
       20    0.000    0.000    0.000    0.000 {method 'isdecimal' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:299(helper)
        2    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:261(_isna_array)
        4    0.000    0.000    0.001    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/array_algos/take.py:59(take_nd)
        7    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6309(table)
        3    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/typing.py:687(Union)
        2    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/utils.py:177(requote_uri)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/tools/datetimes.py:211(_maybe_cache)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:46(__call__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:6406(_should_compare)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:550(maybe_promote)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:180(blknos)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/cookies.py:86(from_cookiejar_cookie)
        2    0.000    0.000    0.000    0.000 {built-in method curl_cffi._wrapper.curl_easy_init}
        9    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/utils.py:76(__exit__)
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        8    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/base.py:167(__setattr__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:953(fix_flags)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:137(_set_error_buffer)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/construction.py:766(_try_cast)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:345(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3316(execute_sql)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/cache.py:267(_initialise)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:723(<genexpr>)
        1    0.000    0.000    0.466    0.466 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:206(_get_crumb_basic)
       12    0.000    0.000    0.000    0.000 {method 'string' of '_cffi_backend.FFI' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:182(_add_filter)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:884(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1353(take_nd)
       13    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:688(unquote)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:305(_isna_string_dtype)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4836(column)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:789(_unquote)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/cookies.py:351(__bool__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:166(_type_convert)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:935(__eq__)
       16    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2214(_apply_ordering)
        1    0.000    0.000    0.985    0.985 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:24(wrapped)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3184(__init__)
       10    0.000    0.000    0.000    0.000 <string>:2(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/typing_extensions.py:3171(_collect_parameters)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/datetimelike.py:2380(copy)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:972(__init__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4593(iterate)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:564(_array_equivalent_object)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3251(connect)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1349(_find_and_load)
        2    0.000    0.000    0.978    0.489 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/session.py:651(get)
        4    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        7    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1620(__sql__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:5682(_reindex_with_indexers)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:2751(inferred_type)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/base.py:82(shape)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
        7    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/utils.py:146(get_yf_logger)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        4    0.000    0.000    0.001    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4855(__sql__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/datetimelike.py:407(_get_getitem_freq)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:419(close)
       15    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7335(_normalize_model_select)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:503(__exit__)
        2    0.000    0.000    0.003    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3325(execute)
        4    0.000    0.000    0.001    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:1431(_set_value)
        1    0.000    0.000    1.109    1.109 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/base.py:427(get_income_stmt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:374(urlparse)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.12/http/cookies.py:507(load)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3571(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:271(__init__)
        6    0.000    0.000    0.002    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:101(isna)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:310(_ensure_cacert)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/tools/datetimes.py:316(_convert_listlike_datetimes)
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/headers.py:204(get)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/strings/accessor.py:1432(replace)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        9    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:2320(is_unique)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:339(_from_mgr)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:810(is_expired)
        9    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/base.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:6470(any)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/base.py:549(find)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/strings/accessor.py:258(_wrap_result)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/models.py:133(charset_encoding)
        1    0.000    0.000    0.003    0.003 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/ticker.py:35(__init__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/headers.py:236(update)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/algorithms.py:1131(take)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6031(create_table)
        2    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/datetimelike.py:416(_maybe_cast_listlike_indexer)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:407(_generate_overlap_table)
