Fri Jun 20 19:52:39 2025    profiling-sleep.stats

         41900 function calls (41077 primitive calls) in 6.113 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:4046(take)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:5362(reindex)
        1    0.000    0.000    0.002    0.002 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2278(_execute)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:331(set)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:7751(_unpack_nested_dtype)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:466(array_equivalent)
       12    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/cookies.py:34(parse_bool)
        1    0.000    0.000    0.003    0.003 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6827(get)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexing.py:1397(_getitem_axis)
        2    0.000    0.000    0.000    0.000 {built-in method curl_cffi._wrapper.curl_easy_reset}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7922(process_row)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:386(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/strings/accessor.py:210(_validate)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:4003(_check_indexing_method)
       11    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:539(mapping)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:366(reset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:413(_splitnetloc)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2588(all)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:166(simplefilter)
        5    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:556(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3613(_add_conn_hooks)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/construction.py:96(arrays_to_mgr)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/array_algos/take.py:564(_take_preprocess_indexer_and_fill_value)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexers/utils.py:239(maybe_convert_indices)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3629(_set_pragmas)
        8    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:6324(_index_as_unique)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:562(push)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1884(__init__)
        1    0.000    0.000    0.003    0.003 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/cache.py:345(initialise)
        1    0.000    0.000    0.000    0.000 {built-in method curl_cffi._wrapper.curl_easy_cleanup}
       11    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:892(__hash__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/json/decoder.py:332(decode)
        5    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/range.py:999(__len__)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:4161(_take_with_is_copy)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/array_algos/take.py:325(_get_take_nd_function)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:77(__init__)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:1229(_get_value)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:6231(_raise_if_missing)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:958(fast_xs)
       12    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:405(flags)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:5633(_reindex_axes)
        5    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:488(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:2121(create_block_manager_from_column_arrays)
        5    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:549(get)
        8    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexing.py:676(iat)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3693(_load_functions)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:511(_validate_dtype)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:861(apply_alias)
        8    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexing.py:2593(_convert_key)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:296(impersonate)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.473    0.473 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:345(_get_cookie_and_crumb)
        8    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3585(init)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexing.py:2603(_tuplify)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/__init__.py:707(__getattr__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4619(fill_cache)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1689(is_all_strings)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:2177(_grouping_func)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:911(_load_unlocked)
        9    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:1678(name)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/frame.py:659(_constructor_from_mgr)
        5    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/numeric.py:2465(<genexpr>)
        2    0.000    0.000    0.006    0.003 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/data.py:184(_get_cookie_basic)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:398(_simple)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/models.py:142(text)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:4447(_maybe_preserve_names)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:673(na_value_for_dtype)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/models.py:105(encoding)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:2246(_stack_arrays)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/models.py:158(_decode)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexing.py:1176(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:768(inner)
        9    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/yfinance/utils.py:70(__init__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:877(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:669(update)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1474(__sql__)
        6    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/flags.py:87(allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/numerictypes.py:475(issubdtype)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:758(clone)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/series.py:6429(_reduce)
        6    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1883(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/numpy_.py:98(__init__)
        5    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:2783(_is_multi)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:456(_engine_type)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3306(cursor)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:456(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7350(__init__)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/typing_extensions.py:3086(_has_generic_or_protocol_as_origin)
        7    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:5971(_create_context)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:532(__init__)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1042(needs_i8_conversion)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/strings/object_array.py:188(_str_replace)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6651(__init__)
        6    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/datetimes.py:849(tz_convert)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/cookies.py:38(dump_bool)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/range.py:201(_simple_new)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1462(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:858(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/numerictypes.py:293(issubclass_)
        1    0.000    0.000    0.003    0.003 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7291(get)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:589(value_decode)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:869(take)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7071(create_table)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/_mixins.py:157(take)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/headers.py:318(__iter__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/curl.py:389(get_reason_phrase)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7193(sort_models)
        4    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1272(is_1d_only_ea_dtype)
        8    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/arrays/datetimelike.py:2070(freq)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/datetimes.py:286(tz_localize)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2410(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method curl_cffi._wrapper.curl_slist_free_all}
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:4705(__set__)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:774(_view)
        2    0.000    0.000    0.000    0.000 {method 'splitlines' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:605(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/internals/managers.py:557(copy)
        5    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:7880(process_row)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3601(_connect)
        5    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1147(__init__)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/_asarray.py:26(require)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:468(initialize)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/_core/_methods.py:57(_any)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        1    0.000    0.000    0.001    0.001 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:6174(create_all)
        7    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1329(__init__)
        3    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:3332(get_context_options)
        4    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:1017(view)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/numpy/rec/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/generic.py:6681(copy)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/pandas/core/indexes/base.py:5385(__getitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:989(exec_module)
        7    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:1616(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1246(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:309(__subclasshook__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/curl_cffi/requests/utils.py:198(update_header_line)
        2    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /home/sevinch/school21 projects/DS_Bootcamp.Day03.ID_886513-1/src/ex04/lomasdar/lib/python3.12/site-packages/peewee.py:2434(clone)
        2    0.000    0.000    0.000    0.000 {built-in method now}
